Approved,12_27_2019_02_53_57_PM,12325,2019-12-21,A5dfea0683c33a,001,EPIB,nrg_residential,IB,Alex_John,Li,465299 Joseph Montes St.,Washington,OH,20204,,DKE Elec,8015fb9,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_02_54_00_PM,12337,2019-12-21,A5dfea21b6438b,001,EPIB,nrg_residential,IB,Alex_Bianca,Potts,548931 Matthew Leon St.,Washington,OH,20212,,DKE Elec,3530bf8,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_02_54_04_PM,12341,2019-12-21,A5dfea24cec996,001,EPIB,nrg_residential,IB,Alex_Carl,Sherman,778476 Diane Baker DDS St.,Washington,OH,20262,,DKE Elec,671d43b,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_02_54_07_PM,12343,2019-12-21,A5dfea2848aeff,001,EPIB,nrg_residential,IB,Alex_Shawn,Clark,50863 Catherine Mcdonald St.,Washington,OH,20541,,DKE Elec,9e92985,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_02_54_10_PM,12373,2019-12-21,A5dfea9a906c80,001,EPIB,nrg_residential,IB,Alex_Derrick,Gibbs,325503 Beth Brown St.,Washington,OH,20585,,DKE Elec,c403c7c,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_02_54_13_PM,12375,2019-12-21,A5dfea9c9af7ed,001,EPIB,nrg_residential,IB,Alex_Derrick,Gibbs,325503 Beth Brown St.,Washington,OH,20585,,CEI,e06dff7,ama,03BF52E1-51DC,OUTBOUND
Approved,12_27_2019_03_18_15_PM,12325,2019-12-21,A5dfea0683c33a,001,EPIB,nrg_residential,IB,Alex_John,Li,465299 Joseph Montes St.,Washington,OH,20204,,DKE Elec,8015fb9,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_03_18_18_PM,12337,2019-12-21,A5dfea21b6438b,001,EPIB,nrg_residential,IB,Alex_Bianca,Potts,548931 Matthew Leon St.,Washington,OH,20212,,DKE Elec,3530bf8,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_03_18_22_PM,12341,2019-12-21,A5dfea24cec996,001,EPIB,nrg_residential,IB,Alex_Carl,Sherman,778476 Diane Baker DDS St.,Washington,OH,20262,,DKE Elec,671d43b,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_03_18_25_PM,12343,2019-12-21,A5dfea2848aeff,001,EPIB,nrg_residential,IB,Alex_Shawn,Clark,50863 Catherine Mcdonald St.,Washington,OH,20541,,DKE Elec,9e92985,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_03_18_28_PM,12373,2019-12-21,A5dfea9a906c80,001,EPIB,nrg_residential,IB,Alex_Derrick,Gibbs,325503 Beth Brown St.,Washington,OH,20585,,DKE Elec,c403c7c,ama,g464d512e147045e,OUTBOUND
Approved,12_27_2019_03_18_31_PM,12375,2019-12-21,A5dfea9c9af7ed,001,EPIB,nrg_residential,IB,Alex_Derrick,Gibbs,325503 Beth Brown St.,Washington,OH,20585,,CEI,e06dff7,ama,03BF52E1-51DC,OUTBOUND
Approved,12_27_2019_03_18_35_PM,12377,2019-12-21,A5dfeaa8692ee3,001,EPIB,nrg_residential,IB,Alex_Melissa,Ewing,721869 Martin Lopez St.,Washington,OH,20314,,DKE Elec,a113cd2,ama,g464d512e147045e,OUTBOUND
