payload.ts,payload.brand,payload.StateSlug,payload.state,payload.account_type_1,payload.type,"	payload.UtilitySlug",payload.categorie_1,accountNo,payload.account_type_2,payload.UtilitySlug_2,payload.categorie_2,accountNo_2,zipcode_,city,address,firstname,lastname,email,payload.emailmarketing,confcode,Status,,,,
ts_1,EP,IL,Illinois,Electric,Residential,Comed,Cash Back,7569958156,,,,,'61106,ROCKFORD,341929 Lee Garrett St.,Scott,Jackson,Scott@testnrg.com,no_email,39de8b5,passed,#N/A,#N/A,#N/A,
ts_2,EP,MD,Maryland,Gas,Residential,WGL,Professional,'2177508360857,,,,,'21046,COLUMBIA,970815 Kelsey Newman St.,Allen,Ball,Allen@testnrg.com,no_email,6.13E+20,passed,#N/A,#N/A,#N/A,
ts_3,EP,NJ,New Jersey,Electric,Residential,PSEG,Cash Back,PE608424838837054549,Gas,PSEG Gas,Cash Back,PG954990346902108611,'07801,DOVER,852345 Jack Meyers St.,Wesley,Rodgers,Wesley@testnrg.com,no_email,a4e4672,passed,#N/A,#N/A,#N/A,
ts_4,EP,PA,Pennsylvania,Electric,Residential,PECO,Cash Back,7590656124,Electric,PPL,Rail,6253409422,'18910,BEDMINSTER,306277 Michael Chavez St.,Christy,Vazquez,Christy@testnrg.com,no_email,dc8d727,passed,#N/A,#N/A,#N/A,
ts_5,GME,MD,Maryland,Electric,Residential,BGE,Pollution Free Reliable Rate,'4906423223,,,,,'21117,OWINGS MILLS,962298 Katelyn Mora St.,Melissa,Phelps,Melissa@testnrg.com,no_email,ff0473c,passed,E1-GDA-BMD,',error,
ts_6,EP,NY,New York,Electric,Residential,coned,Cash Back,'8193296050,,,,,'10175,NEW YORK,421316 Anna Smith St.,John,Gonzalez,John@testnrg.com,no_email,237ad1e,passed,#N/A,#N/A,#N/A,
ts_7,EP,MD,Maryland,Gas,Residential,BGE,Retail,3409952603,,,,,'21409,ANNAPOLIS,772098 Kevin Wall St.,Bernard,Young,Bernard@testnrg.com,no_email,45dea40,passed,#N/A,#N/A,#N/A,
ts_8,GME,IL,Illinois,Electric,Residential,Comed, Pollution Free Reliable Rate,'7008212674,,,,,'60185,WEST CHICAGO,188931 Emily Christian St.,Anthony,Jones,Anthony@testnrg.com,no_email,62a68f4,passed,E1-G54-RVV,',error,
ts_9,GME,IL,Illinois,Gas,Residential,Nicor,Carbon Conscious plan,'1663552894,,,,,'60901,Kankakee,198813 Tina Price PhD St.,Elizabeth,Taylor,Elizabeth@testnrg.com,no_email,8707b09,passed,E1-JW9-BYP,',error,
ts_10,NRG,MA,Massachusetts,Electric,Residential,WMECO,MA State Shopping Site Plan 12 month,403642240,,,,,'01012,CHESTERFIELD,321030 Stacey Roberts St.,William,Palmer,William@testnrg.com,no_email,ad65992,passed,E1-JN5-K85,5000003779119987,completed,IDOC Processed Sucessfully.
ts_12,NRG,IL,Illinois,Gas,Residential,Nicor,Carbon Offset Plan,'6389441360,,,,,'60914,Bourbonnais,281694 Abigail Kirk St.,Joshua,Morton,Joshua@testnrg.com,no_email,ea7d439,passed,E1-JK5-QNY,',epnet_file_sent,passed
ts_13,NRG,OH,Ohio,Electric,Residential,dpl,24M Price Lock Plan,'2955101442,,,,,'21676,WITTMAN,364086 Kevin Casey St.,Melissa,Petersen,Melissa@testnrg.com,no_email,0bc5270,passed,E1-JP5-AYK,5000003779119352,completed,
ts_14,Cirro,PA,Pennsylvania,Electric,Residential,PPL,Smart Flex PS,'8749117561,,,,,'18230,JUNEDALE,444734 Amber Buckley St.,Herbert,Gilbert,Herbert@testnrg.com,no_email,2d2c950,passed,E1-JAV-MZ4,'5000003779119353,completed,IDOC Processed Sucessfully.
ts_15,GME,MA,Massachusetts,Electric,Residential,beco,Pollution Free Reliable Rate,'72250414639,,,,,'02421,Lexington,264880 Tina Powell St.,John,Harris,John@testnrg.com,no_email,51c3036,passed,E1-G7E-LRX,',error,
ts_16,NRG,IL,Illinois,Gas,Residential,peopgas,Carbon Offset Plan,'4666480195267,,,,,'60419,DOLTON,372506 Lisa Wallace St.,Kathryn,Gibson,Kathryn@testnrg.com,no_email,7916dee,passed,E1-J96-849,',epnet_file_sent,passed
ts_17,NRG,PA,Pennsylvania,Electric,Residential,PECO,The Cash Back Plan,'3991773970,Gas,PECO Gas,Carbon Offset Plan,2508725588,'18949,PLUMSTEADVILLE,237887 Jeffrey Ward St.,Chelsea,Anderson,Chelsea@testnrg.com,no_email,a8e4670,passed,E1-JZ5-NBA,5000003779119354,completed,
ts_18,GME,MD,Maryland,Electric,Residential,BGE,Pollution Free Reliable Rate,'6613072800,,,,,'21220,MIDDLE RIVER,206112 Kimberly Smith St.,Michael,Savage,Michael@testnrg.com,no_email,cd1b3be,passed,E1-GY4-E6R,',error,
ts_19,GME,PA,Pennsylvania,Electric,Residential,MetEd,Pollution Free Reliable Rate,'08483262272483539230,,,,,'17342,LOGANVILLE,384267 Richard Rivera St.,Tracy,Kelly,Tracy@testnrg.com,no_email,f3b19f5,passed,E1-GVB-VRD,',error,
ts_11,GME,PA,Pennsylvania,Electric,Residential,duq,Pollution Free Reliable Rate,'4343028549735,Gas,PECO Gas,Carbon Conscious plan,1573053507,'15204,PITTSBURGH,464564 Christine Jackson St.,Kara,Carney,Kara@testnrg.com,no_email,bd9ccfb,passed,E1-GXY-XAB,',error,
ts_1,EP,IL,Illinois,Electric,Residential,Comed,Cash Back,'7249689703,,,,,'60104,Bellwood,465131 Rodney Phillips St.,Matthew,Thomas,Matthew@testnrg.com,no_email,5e47fa4,passed
ts_2,EP,MD,Maryland,Gas,Residential,WGL,Professional,'3977879754850,,,,,'20601,WALDORF,406154 Kimberly Mullen St.,Matthew,Taylor,Matthew@testnrg.com,no_email,83e8d41,passed
ts_3,EP,NJ,New Jersey,Electric,Residential,PSEG,Cash Back,'PE139388136260287367,Gas,PSEG Gas,Cash Back,PG588865845680652135,'07114,NEWARK,531967 Regina Armstrong St.,Katherine,White,Katherine@testnrg.com,no_email,b53e0d1,passed
ts_4,EP,PA,Pennsylvania,Electric,Residential,PECO,Cash Back,'1072349936,Electric,PPL,Rail,7870268137,'16001,BUTLER,687029 Alejandro Lopez St.,Lori,Gentry,Lori@testnrg.com,no_email,e85bad7,passed
ts_5,GME,MD,Maryland,Electric,Residential,BGE,Pollution Free Reliable Rate,'5448475683,,,,,'20616,BRYANS ROAD,390227 Kimberly Reed St.,Anne,Smith,Anne@testnrg.com,no_email,0a59baf,passed
ts_6,EP,NY,New York,Electric,Residential,coned,Cash Back,'2567995183,,,,,'10003,NEW YORK,815159 Robert Horton St.,Leslie,Melton,Leslie@testnrg.com,no_email,2f85ad4,passed
ts_7,EP,MD,Maryland,Gas,Residential,BGE,Retail,'8817195402,,,,,'20603,WALDORF,622986 Sean Thornton St.,Kevin,Morris,Kevin@testnrg.com,no_email,5447ca6,passed
ts_8,GME,IL,Illinois,Electric,Residential,Comed, Pollution Free Reliable Rate,'7394966922,,,,,'60415,CHICAGO RIDGE,64691 Jessica Palmer St.,Tracy,Fowler,Tracy@testnrg.com,no_email,78db9d4,passed
ts_9,GME,IL,Illinois,Gas,Residential,Nicor,Carbon Conscious plan,'5503123686,,,,,'60432,Joliet,772042 Amy Mcmahon St.,Jeffrey,Watson,Jeffrey@testnrg.com,no_email,9d349f0,passed
ts_10,NRG,MA,Massachusetts,Electric,Residential,WMECO,MA State Shopping Site Plan 12 month,'504022264,,,,,'01072,SHUTESBURY,464882 Dean Williams St.,Holly,Tucker,Holly@testnrg.com,no_email,c5c1746,passed
ts_11,GME,PA,Pennsylvania,Electric,Residential,duq,Pollution Free Reliable Rate,'7465572942378,Gas,PECO Gas,Carbon Conscious plan,6093737294,'15001,ALIQUIPPA,744705 Theresa Bryant St.,Maurice,Clark,Maurice@testnrg.com,no_email,e878817,passed
ts_12,NRG,IL,Illinois,Gas,Residential,Nicor,Carbon Offset Plan,'8228543845,,,,,'60446,Romeoville,490726 Robert Smith St.,Craig,George,Craig@testnrg.com,no_email,0ea6f9d,passed
ts_13,NRG,OH,Ohio,Electric,Residential,dpl,24M Price Lock Plan,'2687451889,,,,,'45358,Pitsburg,809601 William Beasley St.,Teresa,Guerra,Teresa@testnrg.com,no_email,32410d2,passed
ts_14,Cirro,PA,Pennsylvania,Electric,Residential,PPL,Smart Flex PS,'9539504796,,,,,'18463,STERLING,544518 Billy Bennett St.,Brandon,Snyder,Brandon@testnrg.com,no_email,558c43b,passed
ts_15,GME,MA,Massachusetts,Electric,Residential,beco,Pollution Free Reliable Rate,'84585830970,,,,,'01107,SPRINGFIELD,462242 Johnny Mcneil St.,Monica,Santos,Monica@testnrg.com,no_email,791a416,passed
ts_16,NRG,IL,Illinois,Gas,Residential,peopgas,Carbon Offset Plan,'6228415038508,,,,,'60615,Chicago,308397 Ashley Fernandez St.,Charles,Gonzalez,Charles@testnrg.com,no_email,a0aac99,passed
ts_17,NRG,PA,Pennsylvania,Electric,Residential,PECO,The Cash Back Plan,'4651192401,Gas,PECO Gas,Carbon Offset Plan,7675294210,'19430,CREAMERY,473287 Robert Mendoza St.,Jeremy,Martin,Jeremy@testnrg.com,no_email,d5a41d6,passed
ts_18,GME,MD,Maryland,Electric,Residential,BGE,Pollution Free Reliable Rate,'2170860016,,,,,'19490,WORCESTER,69580 Jacqueline Smith St.,Janet,Bell,Janet@testnrg.com,no_email,f67f6cb,passed
ts_19,GME,PA,Pennsylvania,Electric,Residential,MetEd,Pollution Free Reliable Rate,'08352948998688255940,,,,,'18042,Easton,919731 Patrick Taylor St.,Jonathan,Reese,Jonathan@testnrg.com,no_email,18472d4,passed
ts_5,GME,MD,Maryland,Electric,Residential,BGE,Pollution Free Reliable Rate,'8001151499,,,,,'20616,BRYANS ROAD,534035 John Smith St.,Susan,Kirby,Susan@testnrg.com,no_email,409b506,passed
ts_11,GME,PA,Pennsylvania,Electric,Residential,duq,Pollution Free Reliable Rate,'7989567360004,Gas,PECO Gas,Carbon Conscious plan,7885904828,'15001,ALIQUIPPA,619055 Elizabeth Jacobs St.,Megan,Graham,Megan@testnrg.com,no_email,6a4f63b,passed
ts_13,NRG,OH,Ohio,Electric,Residential,dpl,24M Price Lock Plan,'7616829405,,,,,'45358,Pitsburg,788181 Ashley Lamb St.,Judy,Barker,Judy@testnrg.com,no_email,931194c,passed
ts_15,GME,MA,Massachusetts,Electric,Residential,beco,Pollution Free Reliable Rate,'75201827533,,,,,'01107,SPRINGFIELD,204916 Craig Powell St.,Paul,King,Paul@testnrg.com,no_email,b6443fa,passed
